,class,red,green,blue,lst,vod,ndbal,msr_re,cl_re,ndvi_re,evi,ndvi,lon,lat
832,1,88.0,84.0,68.0,28449.0,343.0,0.90710527,0.2012012,0.5037594,0.2012012,2.3254685,0.24019362,29.71873284658789,-2.1009646097719274
833,1,76.0,77.0,60.0,28449.0,343.0,0.90710527,0.2012012,0.5037594,0.2012012,2.3254685,0.24019362,29.71876425651519,-2.1009415439299426
834,1,80.0,81.0,61.0,28449.0,343.0,0.90710527,0.2012012,0.5037594,0.2012012,9.489362,0.30843708,29.718683226609055,-2.100929221158035
835,1,72.0,74.0,58.0,28449.0,343.0,0.90710527,0.2012012,0.5037594,0.2012012,9.489362,0.30843708,29.718677574673276,-2.1009675830434515
836,1,85.0,79.0,63.0,28449.0,343.0,0.8810322,0.21435286,0.54567206,0.21435286,4.1751575,0.2889038,29.71858521102498,-2.101014727101848
837,1,102.0,90.0,75.0,28449.0,343.0,0.8810322,0.21435286,0.54567206,0.21435286,5.6284914,0.28083622,29.718603211134266,-2.100952373029461
838,1,90.0,82.0,68.0,28449.0,343.0,0.8231258,0.23781064,0.62401986,0.23781063,4.1751575,0.2889038,29.718598625066388,-2.1010559320647166
839,1,94.0,81.0,70.0,28449.0,343.0,0.8231258,0.23781064,0.62401986,0.23781063,5.297468,0.28353658,29.718562534501544,-2.101127906950852
840,1,88.0,76.0,60.0,28449.0,343.0,0.8231258,0.23781064,0.62401986,0.23781063,4.866828,0.2734694,29.718513842671126,-2.101078133468197
841,1,79.0,71.0,55.0,28449.0,343.0,0.8231258,0.23781064,0.62401986,0.23781063,5.297468,0.28353658,29.718564921654533,-2.1011146871072115
842,1,76.0,74.0,57.0,28449.0,343.0,0.8231258,0.23781064,0.62401986,0.23781063,4.444142,0.27648753,29.718522590317278,-2.1011961978920386
843,1,82.0,68.0,52.0,28449.0,343.0,0.94871074,0.18420176,0.4515866,0.18420179,2.852564,0.25153783,29.71844046233549,-2.101235049787976
844,1,76.0,69.0,56.0,28449.0,343.0,0.94871074,0.18420176,0.4515866,0.18420179,2.852564,0.25153783,29.71845515053222,-2.1012048622733053
845,1,77.0,71.0,56.0,28449.0,343.0,0.9564293,0.19643992,0.48892403,0.19643992,2.852564,0.25153783,29.71843987765612,-2.101185786677366
846,1,77.0,69.0,53.0,28449.0,343.0,0.9564293,0.19643992,0.48892403,0.19643992,2.3262296,0.23852748,29.718425893805403,-2.1011900838483353
847,1,81.0,78.0,60.0,28449.0,343.0,0.9564293,0.19643992,0.48892403,0.19643992,4.866828,0.2734694,29.71844204857361,-2.1011410426473702
848,1,67.0,70.0,61.0,28449.0,343.0,0.7441273,0.29379085,0.8320222,0.29379085,-10.195568,0.29299363,29.71859528275183,-2.101481612556122
849,1,60.0,65.0,52.0,28449.0,343.0,0.8191326,0.24681933,0.6554054,0.24681933,-27.039803,0.37495688,29.718631438480127,-2.1015791177459175
850,1,65.0,70.0,59.0,28449.0,343.0,0.8191326,0.24681933,0.6554054,0.24681933,8.604108,0.31359538,29.71861267250579,-2.1016613788973344
851,1,58.0,63.0,55.0,28449.0,343.0,0.8191326,0.24681933,0.6554054,0.24681933,73.129776,0.3313732,29.71858458481891,-2.1016442461175657
852,1,60.0,66.0,54.0,28449.0,343.0,0.7441273,0.29379085,0.8320222,0.29379085,-9.807037,0.31846663,29.718606935783384,-2.101518410557716
853,1,67.0,76.0,58.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,29.064245,0.3537311,29.718760077611137,-2.1015445293121786
854,1,72.0,75.0,60.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,8.539183,0.33748528,29.718822784831442,-2.1014769187341855
855,1,72.0,68.0,55.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,-80.75342,0.39326218,29.71871175027399,-2.1014629993194602
856,1,73.0,75.0,62.0,28449.0,343.0,0.71282554,0.29580575,0.84012544,0.29580575,-53.367348,0.35969737,29.71882382622566,-2.1013738250040186
857,1,80.0,83.0,63.0,28449.0,343.0,0.8200507,0.23802042,0.62474227,0.23802042,-53.367348,0.35969737,29.718852453717968,-2.1013504567688885
858,1,78.0,78.0,69.0,28449.0,343.0,0.71282554,0.29580575,0.84012544,0.29580575,-17.075758,0.3896957,29.718698759357704,-2.1013574757206883
859,1,68.0,66.0,53.0,28449.0,343.0,0.7441273,0.29379085,0.8320222,0.29379085,-9.2331295,0.3319853,29.718604301761516,-2.101406119095551
860,1,69.0,73.0,58.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,-80.75342,0.39326218,29.71874595410987,-2.1014899400492757
861,1,67.0,71.0,58.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,-80.75342,0.39326218,29.718761800081758,-2.1014825480644426
862,1,77.0,78.0,61.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,35.391792,0.32859865,29.7184310327195,-2.1017334931206095
863,1,75.0,78.0,63.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,16.601694,0.3343574,29.718437602498636,-2.1016524805439776
864,1,67.0,73.0,59.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,11.5625,0.32053676,29.718537797906524,-2.101747419109841
865,1,72.0,75.0,57.0,28449.0,343.0,0.8191326,0.24681933,0.6554054,0.24681933,16.601694,0.3343574,29.718501671903294,-2.1016670958522634
866,1,60.0,68.0,54.0,28449.0,343.0,0.8191326,0.24681933,0.6554054,0.24681933,16.601694,0.3343574,29.718486451773437,-2.1016836908949137
867,1,72.0,67.0,52.0,28449.0,343.0,0.8210765,0.25142315,0.67173636,0.25142315,12.729197,0.31222972,29.7182235322901,-2.1016651286534422
868,1,64.0,65.0,53.0,28449.0,343.0,0.8210765,0.25142315,0.67173636,0.25142315,12.729197,0.31222972,29.718228957818145,-2.101628300722733
869,1,62.0,60.0,48.0,28449.0,343.0,0.8210765,0.25142315,0.67173636,0.25142315,14.757281,0.31513476,29.718286325583534,-2.101647223054967
870,1,67.0,69.0,52.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,14.757281,0.31513476,29.718301505361783,-2.1016073099880836
871,1,70.0,72.0,60.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,33.27759,0.3404037,29.718370477301587,-2.1016348025333005
872,1,64.0,63.0,50.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,14.757281,0.31513476,29.71833147908899,-2.1016569626258175
873,1,66.0,69.0,59.0,28449.0,343.0,0.81663275,0.25222927,0.6746167,0.2522293,14.757281,0.31513476,29.718338130819003,-2.1016238142117047
874,1,70.0,77.0,64.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,195.40817,0.33240756,29.718284844501138,-2.101496270287188
875,1,84.0,82.0,63.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,195.40817,0.33240756,29.718278090819695,-2.101470509580642
876,1,68.0,67.0,47.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,195.40817,0.33240756,29.718267164522256,-2.1015012101377444
877,1,73.0,70.0,59.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,72.56,0.3197039,29.71818854117748,-2.101535711838423
878,1,76.0,74.0,60.0,28449.0,343.0,0.8210765,0.25142315,0.67173636,0.25142315,72.56,0.3197039,29.718173970247854,-2.1015750102302824
879,1,74.0,75.0,56.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,55.128864,0.36433315,29.718129890929678,-2.1014805869224644
880,1,56.0,58.0,48.0,28449.0,343.0,0.7927448,0.25601402,0.68822265,0.25601402,29.696531,0.3502642,29.718136706200603,-2.101541938733832
881,1,71.0,68.0,56.0,28449.0,343.0,0.7169811,0.2989788,0.85298073,0.29897878,29.696531,0.3502642,29.718083674750368,-2.1015616680561093
882,1,71.0,70.0,59.0,28449.0,343.0,0.7446859,0.2993018,0.85429585,0.29930177,29.696531,0.3502642,29.718084950865336,-2.101594188979415
883,1,71.0,74.0,57.0,28449.0,343.0,0.7446859,0.2993018,0.85429585,0.29930177,20.00956,0.35577086,29.71809486122555,-2.1016813088150257
884,1,68.0,67.0,52.0,28449.0,343.0,0.79463637,0.2790482,0.77411056,0.2790482,17.922705,0.37149534,29.71809437343807,-2.1017518784792872
885,1,61.0,63.0,46.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,8.591417,0.31379896,29.718347525802397,-2.1017655480506505
886,1,75.0,79.0,57.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,8.591417,0.31379896,29.71839262849132,-2.101746446215146
887,1,64.0,65.0,52.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,8.006692,0.2914564,29.718434322350305,-2.1018721695925997
888,1,78.0,75.0,61.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,6.095745,0.29439974,29.718398268564385,-2.101833573506441
889,1,72.0,73.0,57.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,8.006692,0.2914564,29.718441595510242,-2.101845157096853
890,1,69.0,69.0,53.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,8.257426,0.28988528,29.718537367503302,-2.101851125403969
891,1,64.0,69.0,52.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,8.257426,0.28988528,29.718522719051542,-2.101845628577274
892,1,68.0,71.0,57.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,8.257426,0.28988528,29.718577600412505,-2.101837554586244
893,1,76.0,77.0,62.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,8.257426,0.28988528,29.71858428506243,-2.101823429840993
894,1,84.0,80.0,64.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,35.391792,0.32859865,29.718497567121183,-2.1017622171406436
895,1,77.0,77.0,60.0,28449.0,343.0,0.8561151,0.23164555,0.60296535,0.23164557,35.391792,0.32859865,29.71845791650981,-2.10175983216548
896,1,88.0,87.0,67.0,28449.0,343.0,0.92435867,0.21185899,0.53761697,0.21185897,11.5625,0.32053676,29.718550059801547,-2.1017836024340757
897,1,77.0,78.0,65.0,28449.0,343.0,0.8771699,0.22763966,0.5894649,0.22763965,7.1540728,0.26100966,29.71880765784287,-2.1018991297196044
898,1,77.0,78.0,64.0,28449.0,343.0,0.84175605,0.24420452,0.64621854,0.2442045,7.1540728,0.26100966,29.718851594858183,-2.1019113249295036
899,1,74.0,67.0,53.0,28449.0,343.0,0.84175605,0.24420452,0.64621854,0.2442045,26.057692,0.32757726,29.718924736345077,-2.101881128969189
900,1,56.0,61.0,49.0,28449.0,343.0,0.84175605,0.24420452,0.64621854,0.2442045,8.010801,0.30785194,29.71887644190558,-2.1018186217623858
901,1,66.0,64.0,45.0,28449.0,343.0,0.8771699,0.22763966,0.5894649,0.22763965,54.45652,0.3445667,29.718805022872974,-2.1017868382794758
902,1,67.0,70.0,59.0,28449.0,343.0,0.82355976,0.24509487,0.64933956,0.24509488,14.367817,0.3035033,29.718781135386727,-2.1017291980794335
903,1,71.0,73.0,56.0,28449.0,343.0,0.8650576,0.22760943,0.5893636,0.22760943,54.45652,0.3445667,29.718843915733995,-2.1017033146521507
904,1,72.0,68.0,56.0,28449.0,343.0,0.8650576,0.22760943,0.5893636,0.22760943,1295.0,0.32173914,29.718863975881302,-2.101664006656682
905,1,60.0,63.0,52.0,28449.0,343.0,0.82355976,0.24509487,0.64933956,0.24509488,13.7957325,0.31412703,29.718772490333745,-2.1016678486071845
906,1,73.0,77.0,58.0,28449.0,343.0,0.82355976,0.24509487,0.64933956,0.24509488,1295.0,0.32173914,29.718799252127685,-2.1016242335991056
907,1,60.0,68.0,57.0,28449.0,343.0,0.7410359,0.28081644,0.78093123,0.28081647,-27.039803,0.37495688,29.718683249005053,-2.101558776941915
908,1,69.0,75.0,53.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,-42.090908,0.32755572,29.718887786763855,-2.1020296945626455
909,1,69.0,75.0,57.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,-42.090908,0.32755572,29.71891648772703,-2.102049280688648
910,1,69.0,72.0,58.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,-13.00578,0.32561505,29.71891652066398,-2.102068303443676
911,1,63.0,61.0,51.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,39.513515,0.26708075,29.718875622600457,-2.1020499659128635
912,1,71.0,71.0,58.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,-13.00578,0.32561505,29.718898965005224,-2.102145039071659
913,1,72.0,74.0,58.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,10.00732,0.24840996,29.718872088475347,-2.102122381700082
914,1,73.0,71.0,56.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,10.00732,0.24840996,29.718862278813745,-2.1020929438042164
915,1,67.0,75.0,58.0,28449.0,343.0,0.8335043,0.25016037,0.6672369,0.25016037,-13.00578,0.32561505,29.718883638472086,-2.1020996569855
916,1,74.0,81.0,61.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,-13.00578,0.32561505,29.71895501183597,-2.1021050543925033
917,1,80.0,78.0,63.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,528.0,0.28831452,29.718953266190496,-2.1021541480552544
918,1,69.0,66.0,51.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,528.0,0.28831452,29.718942386515927,-2.1022112364633823
919,1,63.0,67.0,55.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,528.0,0.28831452,29.718929601812263,-2.1022253718991557
920,1,65.0,67.0,58.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,3.9914773,0.24783912,29.718934558712817,-2.1022701594497133
921,1,64.0,67.0,58.0,28449.0,343.0,0.8804579,0.234917,0.61409545,0.23491699,3.9914773,0.24783912,29.71894735404011,-2.102262159190697
922,1,92.0,80.0,65.0,28449.0,343.0,1.0154997,0.19134033,0.47322834,0.19134034,3.4737463,0.2904177,29.718746158871042,-2.1023128305407184
923,1,80.0,81.0,64.0,28449.0,343.0,1.0154997,0.19134033,0.47322834,0.19134034,2.9627516,0.26039752,29.71874200102372,-2.102377269594746
924,1,93.0,87.0,68.0,28449.0,343.0,1.0154997,0.19134033,0.47322834,0.19134034,3.311657,0.23760152,29.71875250757925,-2.1024564113957616
925,1,83.0,79.0,60.0,28449.0,343.0,0.9949789,0.20375377,0.51178586,0.20375378,4.28843,0.26913244,29.718742846840957,-2.1025134967743875
926,1,88.0,84.0,63.0,28449.0,343.0,0.9949789,0.20375377,0.51178586,0.20375378,6.2657504,0.2022929,29.71879708747597,-2.1024876282751026
927,1,81.0,74.0,65.0,28449.0,343.0,0.9949789,0.20375377,0.51178586,0.20375378,6.2657504,0.2022929,29.718825157287043,-2.102494943299232
928,1,82.0,80.0,63.0,28449.0,343.0,1.0436693,0.18967488,0.46814513,0.18967488,5.4162636,0.20634335,29.718969263111397,-2.102586123106534
929,1,78.0,75.0,62.0,28449.0,343.0,0.97158647,0.20360988,0.51133204,0.20360988,20.649652,0.31217116,29.71849884088687,-2.102497969665965
930,1,65.0,72.0,60.0,28449.0,343.0,0.87626773,0.26410255,0.71777,0.26410258,8.398629,0.2994587,29.71840116913648,-2.102452117361103
931,1,75.0,73.0,59.0,28449.0,343.0,0.9631607,0.2176174,0.5562941,0.21761742,4.868179,0.27559876,29.718378713944205,-2.102517203013401
932,1,65.0,71.0,58.0,28449.0,343.0,0.87626773,0.26410255,0.71777,0.26410258,8.398629,0.2994587,29.71836454258909,-2.1024350004605727
933,1,80.0,76.0,63.0,28449.0,343.0,0.87626773,0.26410255,0.71777,0.26410258,-30.568514,0.3612403,29.71843281647807,-2.1024115618182475
934,1,77.0,79.0,57.0,28449.0,343.0,0.96748614,0.20019034,0.500595,0.20019035,3.7801206,0.25831905,29.71857644099796,-2.1022247635958995
935,1,82.0,81.0,62.0,28449.0,343.0,0.96748614,0.20019034,0.500595,0.20019035,2.6510067,0.24020271,29.718641000286045,-2.102170036450477
936,1,77.0,80.0,59.0,28449.0,343.0,0.97796655,0.20025489,0.5007968,0.2002549,3.8501482,0.26502126,29.718690913075275,-2.1021104260937578
937,1,86.0,80.0,62.0,28449.0,343.0,0.97796655,0.20025489,0.5007968,0.2002549,2.0358553,0.22325891,29.718663694362544,-2.1022424062878087
938,1,82.0,83.0,63.0,28449.0,343.0,0.97796655,0.20025489,0.5007968,0.2002549,2.0358553,0.22325891,29.71868631954609,-2.102275503389871
939,1,90.0,84.0,67.0,28449.0,343.0,1.0154997,0.19134033,0.47322834,0.19134034,3.1768079,0.24494305,29.718694343024943,-2.102330103337033
940,1,101.0,87.0,76.0,28449.0,343.0,0.9594595,0.20729366,0.5230024,0.20729366,19.130436,0.30017954,29.71854258349117,-2.1023978700290646
941,1,106.0,88.0,74.0,28449.0,343.0,0.9594595,0.20729366,0.5230024,0.20729366,3.175647,0.253944,29.718557102325647,-2.1023285030226107
942,1,102.0,87.0,76.0,28449.0,343.0,0.96748614,0.20019034,0.500595,0.20019035,3.7801206,0.25831905,29.718542835358484,-2.1021910721196417
943,1,81.0,78.0,66.0,28449.0,343.0,0.8709677,0.25828442,0.6964514,0.25828445,26.997318,0.34439126,29.71844354939122,-2.1022691791147468
944,1,85.0,79.0,65.0,28449.0,343.0,0.8709677,0.25828442,0.6964514,0.25828445,10.793758,0.2803524,29.71832279235405,-2.102276754041186
945,1,84.0,83.0,64.0,28449.0,343.0,0.96565604,0.20653932,0.5206038,0.20653933,4.016595,0.23235555,29.718236228392872,-2.1023045190903247
946,1,86.0,75.0,61.0,28449.0,343.0,0.96565604,0.20653932,0.5206038,0.20653933,5.501686,0.2344171,29.718148392700996,-2.102302832165934
947,1,100.0,82.0,70.0,28449.0,343.0,0.9433808,0.21059604,0.53355706,0.21059602,15.598377,0.27622128,29.718212309178764,-2.102229083317188
948,1,85.0,77.0,66.0,28449.0,343.0,0.9433808,0.21059604,0.53355706,0.21059602,41.756096,0.30386937,29.718293327423126,-2.1021681912285066
949,1,83.0,77.0,61.0,28449.0,343.0,0.9039519,0.22881493,0.5934112,0.22881491,9.540918,0.32517007,29.71842126535194,-2.102080829885064
950,1,87.0,78.0,66.0,28449.0,343.0,0.9039519,0.22881493,0.5934112,0.22881491,5.5750685,0.28083262,29.71846993937091,-2.1020107903253398
951,1,92.0,82.0,70.0,28449.0,343.0,0.9850027,0.19717857,0.49121404,0.19717859,4.576566,0.27225673,29.718573550887886,-2.1019645853073805
952,1,81.0,77.0,62.0,28449.0,343.0,0.8771699,0.22763966,0.5894649,0.22763965,4.2402353,0.27135766,29.71866801593614,-2.1019202380508406
953,1,75.0,74.0,57.0,28449.0,343.0,0.95923394,0.1971831,0.4912281,0.1971831,4.3119535,0.25504398,29.718691892809446,-2.101971742171883
954,1,87.0,83.0,68.0,28449.0,343.0,0.9850027,0.19717857,0.49121404,0.19717859,2.9558463,0.247095,29.718594393052307,-2.1020246852924256
955,1,80.0,82.0,66.0,28449.0,343.0,0.9850027,0.19717857,0.49121404,0.19717859,3.4044406,0.26374367,29.71852065861888,-2.10206470186322
956,1,88.0,77.0,68.0,28449.0,343.0,0.8709677,0.25828442,0.6964514,0.25828445,7.7671585,0.30501536,29.71844572027789,-2.102113923794344
957,1,88.0,83.0,68.0,28449.0,343.0,0.8709677,0.25828442,0.6964514,0.25828445,-145.28986,0.35009605,29.718368531363076,-2.1022723786215782
958,1,82.0,78.0,64.0,28449.0,343.0,0.87626773,0.26410255,0.71777,0.26410258,42.874493,0.36267123,29.718379668161372,-2.102363791551142
959,1,88.0,78.0,68.0,28449.0,343.0,0.87626773,0.26410255,0.71777,0.26410258,8.688866,0.29236695,29.718331445761457,-2.102342398791392
960,1,81.0,77.0,62.0,28449.0,343.0,0.9631607,0.2176174,0.5562941,0.21761742,4.9326057,0.27045575,29.71831279774015,-2.1024927732160026
961,1,96.0,83.0,67.0,28449.0,343.0,0.96565604,0.20653932,0.5206038,0.20653933,2.9773812,0.23763235,29.71822482286599,-2.1024106990832387
962,1,100.0,83.0,72.0,28449.0,343.0,0.96565604,0.20653932,0.5206038,0.20653933,2.9773812,0.23763235,29.718193655819938,-2.102376389711322
963,1,105.0,88.0,74.0,28449.0,343.0,0.96565604,0.20653932,0.5206038,0.20653933,3.208263,0.26061645,29.718177942631417,-2.1024604863807355
964,1,85.0,76.0,64.0,28449.0,343.0,0.9271644,0.22788034,0.59027207,0.22788033,6.7288265,0.29913643,29.718239674253297,-2.102533401447245
965,1,98.0,81.0,66.0,28449.0,343.0,0.9631607,0.2176174,0.5562941,0.21761742,5.729244,0.26971832,29.718314799613808,-2.1025921790907156
966,1,73.0,76.0,59.0,28449.0,343.0,0.8711802,0.23527496,0.61531913,0.23527497,-20.68783,0.28962964,29.718113826605173,-2.1020666418913776
967,1,84.0,77.0,64.0,28449.0,343.0,0.8420645,0.24738452,0.65739954,0.24738452,10.181818,0.35266823,29.71819233419084,-2.1019652532187743
968,1,79.0,77.0,60.0,28449.0,343.0,0.7951895,0.26841292,0.73378265,0.26841295,53.512196,0.36725813,29.71812880988465,-2.101913204914772
969,1,77.0,76.0,65.0,28449.0,343.0,0.8711802,0.23527496,0.61531913,0.23527497,53.512196,0.36725813,29.718105677988735,-2.10194024610241
970,1,93.0,80.0,68.0,28449.0,343.0,0.97351724,0.1854153,0.45523882,0.1854153,1.8436754,0.20949152,29.718109414656446,-2.102336650840365
971,1,84.0,82.0,66.0,28449.0,343.0,1.0587761,0.1779956,0.43307698,0.17799558,3.7337985,0.2599792,29.718414810638883,-2.1026666699675083
972,1,69.0,74.0,57.0,28449.0,343.0,1.0240996,0.18612492,0.45737958,0.18612494,4.2534943,0.23949204,29.718496222332288,-2.1026524820217767
973,1,73.0,70.0,61.0,28449.0,343.0,0.92933506,0.22661124,0.58602154,0.22661123,7.245136,0.31699014,29.718817818794726,-2.1029421838793465
974,1,58.0,64.0,55.0,28449.0,343.0,0.8820111,0.24858044,0.66162884,0.24858044,7.245136,0.31699014,29.718864341746233,-2.1029350796908557
975,1,91.0,82.0,71.0,28449.0,343.0,0.8820111,0.24858044,0.66162884,0.24858044,9.485777,0.3007284,29.71894806458153,-2.1029115244568595
976,1,50.0,50.0,47.0,28449.0,343.0,0.8820111,0.24858044,0.66162884,0.24858044,9.485777,0.3007284,29.718927204607116,-2.1029583779321124
977,1,89.0,86.0,73.0,28449.0,343.0,0.8820111,0.24858044,0.66162884,0.24858044,12.410604,0.34136,29.718838592732528,-2.1028461730710917
978,1,91.0,83.0,63.0,28449.0,343.0,0.9949789,0.20375377,0.51178586,0.20375378,3.187037,0.2826408,29.718756779696772,-2.1026286168666037
979,1,90.0,79.0,62.0,28449.0,343.0,0.93377995,0.22178498,0.56998384,0.22178498,3.187037,0.2826408,29.718703320984933,-2.1026614831322212
980,1,109.0,90.0,79.0,28449.0,343.0,1.0077292,0.18997782,0.46906817,0.1899778,4.5055623,0.2540955,29.718612885341017,-2.1028395461098848
981,1,100.0,84.0,73.0,28449.0,343.0,0.9771534,0.19504158,0.48460042,0.19504158,3.1880734,0.23825848,29.718629525269236,-2.103043170431879
982,1,107.0,89.0,76.0,28449.0,343.0,1.0077292,0.18997782,0.46906817,0.1899778,2.7394927,0.2445496,29.71852455320184,-2.1028888584414176
983,1,97.0,83.0,71.0,28449.0,343.0,1.0587761,0.1779956,0.43307698,0.17799558,2.4745572,0.2243294,29.718452233492556,-2.102778965533154
984,1,99.0,89.0,71.0,28449.0,343.0,1.0240996,0.18612492,0.45737958,0.18612494,3.0445547,0.2163969,29.718568457792898,-2.1027132175869494
985,1,91.0,85.0,70.0,28449.0,343.0,0.97158647,0.20360988,0.51133204,0.20360988,4.1237984,0.25413692,29.718600914636575,-2.1026452758965184
986,1,100.0,88.0,74.0,28449.0,343.0,0.96559083,0.19471002,0.48357737,0.19471,3.8833883,0.24479888,29.71853604753502,-2.103237999642958
987,1,109.0,94.0,77.0,28449.0,343.0,1.0253727,0.18929848,0.46699917,0.1892985,6.008277,0.2762498,29.718321145711315,-2.102968710498218
988,1,101.0,91.0,77.0,28449.0,343.0,1.0253727,0.18929848,0.46699917,0.1892985,2.940341,0.24596843,29.718423929334275,-2.1029880059034016
989,1,89.0,82.0,67.0,28449.0,343.0,1.0264493,0.20353694,0.5111021,0.20353697,3.1190097,0.26225656,29.71826876148056,-2.1028159916665774
990,1,83.0,78.0,66.0,28449.0,343.0,1.0264493,0.20353694,0.5111021,0.20353697,10.048913,0.3161224,29.718194173500095,-2.102739716611271
991,1,69.0,65.0,54.0,28449.0,343.0,1.0264493,0.20353694,0.5111021,0.20353697,7.549342,0.24833183,29.71815857370764,-2.102820678873076
992,1,56.0,61.0,53.0,28449.0,343.0,1.0179299,0.19474198,0.48367596,0.19474196,7.549342,0.24833183,29.718134761290905,-2.1028282113526546
993,1,105.0,88.0,77.0,28449.0,343.0,0.98742485,0.2032895,0.5103221,0.20328948,5.2172394,0.2609991,29.718173838606457,-2.1030363854067735
994,1,45.0,43.0,38.0,28449.0,343.0,0.98742485,0.2032895,0.5103221,0.20328948,5.2917867,0.26124844,29.718223182870506,-2.1031531541770208
995,1,89.0,78.0,66.0,28449.0,343.0,0.9804719,0.20117283,0.50367045,0.20117283,7.481413,0.28435183,29.718256039235484,-2.103208527551476
996,1,94.0,90.0,74.0,28449.0,343.0,0.9573284,0.20197517,0.5061877,0.20197515,8.006012,0.28193367,29.71834120036015,-2.1033701779777445
997,1,98.0,83.0,70.0,28449.0,343.0,0.9573284,0.20197517,0.5061877,0.20197515,2.6276226,0.25307292,29.71846948557403,-2.1034972957037366
998,1,74.0,71.0,54.0,28449.0,343.0,0.9573284,0.20197517,0.5061877,0.20197515,2.6276226,0.25307292,29.718445558069607,-2.103438910037611
999,1,92.0,82.0,72.0,28449.0,343.0,0.9063226,0.22104931,0.5675566,0.22104931,12.974321,0.31651297,29.718393111478726,-2.103250235965937
1000,1,104.0,87.0,72.0,28449.0,343.0,0.98620504,0.19566624,0.48652995,0.19566624,3.9247599,0.25357696,29.718481465748987,-2.1035362267445783
1001,1,88.0,85.0,71.0,28446.0,339.0,0.93610895,0.21721114,0.5549674,0.21721116,13.549849,0.31145832,29.718484727276905,-2.103699518148054
1002,1,69.0,72.0,58.0,28446.0,339.0,0.9411605,0.20581986,0.5183203,0.20581985,13.549849,0.31145832,29.71848484667564,-2.1037684329588893
1003,1,81.0,78.0,65.0,28446.0,339.0,0.8979106,0.23119506,0.6014401,0.23119505,-28.068863,0.33262375,29.718507534089493,-2.103970642338225
1004,1,57.0,60.0,53.0,28446.0,339.0,0.8979106,0.23119506,0.6014401,0.23119505,12.193548,0.323963,29.718541991455155,-2.1040904337951427
1005,1,80.0,71.0,60.0,28446.0,339.0,0.8967742,0.22772278,0.5897436,0.22772278,4.4629397,0.2508385,29.718401974246483,-2.104068207136493
1006,1,65.0,70.0,54.0,28449.0,343.0,0.8695772,0.23557529,0.6163466,0.23557529,-9.11875,0.27690265,29.71895933869676,-2.1034559863663485
1007,1,61.0,67.0,53.0,28449.0,343.0,0.92699355,0.21406378,0.5447358,0.21406378,-14.233409,0.23886329,29.718952108491138,-2.103580344976906
1008,1,85.0,81.0,67.0,28449.0,343.0,0.8695772,0.23557529,0.6163466,0.23557529,-9.684035,0.3209627,29.718923449179954,-2.1033691570733537
1009,1,84.0,75.0,66.0,28449.0,343.0,0.8695772,0.23557529,0.6163466,0.23557529,14.699812,0.2826989,29.71884603735567,-2.1033827759718355
